0.0 CID741270,0.166
0.0 CID5389087,0.131
0.0 CID270782,0.12
0.0 CID658169,0.1
0.0 CID3239661,0.1
0.0 CID2865995,0.097
0.0 CID657751,0.094
0.0 CID2435778,0.087
0.0 CID645613,0.086
0.0 CID755432,0.079
0.0 CID9595210,0.079
0.0 CID2211986,0.076
0.0 CID3593872,0.073
0.0 CID1251489,0.068
0.0 CID346470,0.067
0.0 CID2587038,0.065
0.0 CID2099037,0.064
0.0 CID711717,0.063
0.0 CID970201,0.063
0.0 CID686268,0.06
0.0 CID2226440,0.06
0.0 CID663342,0.059
0.0 CID489554,0.057
0.0 CID1314141,0.057
0.0 CID1082993,0.055
0.0 CID1151669,0.055
0.0 CID3236244,0.052
0.0 CID655656,0.051
0.0 CID709138,0.051
0.0 CID3240473,0.051
0.0 CID797507,0.05
0.0 CID661801,0.05
0.0 CID2999314,0.049
0.0 CID1505270,0.048
0.0 CID651874,0.047
0.0 CID3244920,0.046
0.0 CID661689,0.046
0.0 CID644847,0.045
0.0 CID774975,0.045
0.0 CID605448,0.045
0.0 CID1983138,0.045
0.0 CID592389,0.045
0.0 CID2997580,0.045
0.0 CID3235855,0.044
0.0 CID2729567,0.044
0.0 CID2997737,0.044
0.0 CID665044,0.044
0.0 CID2999657,0.043
0.0 CID1262881,0.043
0.0 CID749052,0.043
0.0 CID684366,0.043
0.0 CID644459,0.042
0.0 CID648308,0.042
0.0 CID2862455,0.042
0.0 CID665256,0.042
1.0 CID3240952,0.042
0.0 CID2842236,0.041
0.0 CID2436481,0.041
0.0 CID749403,0.04
0.0 CID648959,0.04
0.0 CID653614,0.04
0.0 CID645423,0.04
0.0 CID1298184,0.039
0.0 CID5307204,0.039
0.0 CID645259,0.038
0.0 CID649277,0.038
0.0 CID3244127,0.038
0.0 CID874386,0.037
0.0 CID2547173,0.037
0.0 CID645757,0.037
0.0 CID655819,0.037
0.0 CID745858,0.037
0.0 CID793678,0.036
0.0 CID2106979,0.036
0.0 CID1297632,0.036
0.0 CID3238680,0.036
0.0 CID647872,0.036
0.0 CID664160,0.036
0.0 CID655201,0.036
0.0 CID5390065,0.036
0.0 CID94464,0.035
0.0 CID2951125,0.035
0.0 CID2878628,0.035
0.0 CID3240182,0.035
0.0 CID1248384,0.035
0.0 CID11378,0.034
0.0 CID433486,0.034
0.0 CID2876018,0.034
0.0 CID2227731,0.034
0.0 CID849618,0.034
0.0 CID655608,0.034
0.0 CID750220,0.034
0.0 CID3237892,0.034
0.0 CID3242654,0.034
0.0 CID5307598,0.034
0.0 CID648479,0.034
0.0 CID646412,0.034
0.0 CID2587324,0.033
0.0 CID818944,0.033
0.0 CID661574,0.033
0.0 CID2133484,0.032
0.0 CID3244810,0.032
0.0 CID319734,0.032
0.0 CID3238608,0.032
0.0 CID3238372,0.032
0.0 CID3237290,0.031
0.0 CID715241,0.031
0.0 CID666991,0.031
0.0 CID715385,0.031
0.0 CID4165356,0.031
0.0 CID644947,0.031
0.0 CID648593,0.031
0.0 CID2104218,0.031
0.0 CID2051006,0.031
0.0 CID5307718,0.031
0.0 CID976859,0.031
0.0 CID653215,0.03
0.0 CID2222600,0.03
0.0 CID2999067,0.03
0.0 CID758269,0.03
0.0 CID5406370,0.03
0.0 CID651115,0.03
0.0 CID223821,0.03
0.0 CID995433,0.03
0.0 CID2998367,0.03
0.0 CID3237250,0.03
0.0 CID866653,0.029
0.0 CID2158952,0.029
0.0 CID334856,0.029
0.0 CID654811,0.029
0.0 CID2125858,0.029
0.0 CID5307738,0.029
0.0 CID666715,0.029
0.0 CID2150886,0.029
0.0 CID1399583,0.029
0.0 CID646995,0.029
0.0 CID647797,0.029
0.0 CID2310766,0.029
0.0 CID3244672,0.029
0.0 CID2408437,0.029
0.0 CID3119974,0.029
0.0 CID5310010,0.029
0.0 CID645239,0.029
0.0 CID2159397,0.029
0.0 CID2999289,0.029
0.0 CID645978,0.028
0.0 CID696380,0.028
0.0 CID1007908,0.028
0.0 CID2952870,0.028
0.0 CID1082946,0.028
0.0 CID3235917,0.028
0.0 CID2165724,0.028
0.0 CID2139613,0.028
0.0 CID2216008,0.028
0.0 CID651847,0.028
0.0 CID3241994,0.028
0.0 CID649342,0.028
0.0 CID2998822,0.028
0.0 CID3236517,0.028
0.0 CID650498,0.028
0.0 CID1339819,0.027
0.0 CID654488,0.027
0.0 CID3238250,0.027
0.0 CID3244609,0.027
0.0 CID2268406,0.027
0.0 CID657903,0.027
0.0 CID1079334,0.027
0.0 CID2223334,0.027
0.0 CID1784115,0.027
0.0 CID5310323,0.027
0.0 CID2982527,0.027
0.0 CID646625,0.027
0.0 CID647493,0.027
0.0 CID4119256,0.027
0.0 CID2159395,0.027
0.0 CID665904,0.027
0.0 CID3239699,0.027
0.0 CID2621569,0.027
0.0 CID3238135,0.026
0.0 CID658855,0.026
0.0 CID2221795,0.026
0.0 CID664144,0.026
0.0 CID2999793,0.026
0.0 CID644837,0.026
0.0 CID2998415,0.026
0.0 CID695208,0.026
0.0 CID3238521,0.026
0.0 CID2579441,0.026
0.0 CID1257512,0.026
0.0 CID3148871,0.026
0.0 CID646218,0.026
0.0 CID3244889,0.026
0.0 CID2941178,0.026
0.0 CID5692638,0.026
0.0 CID652990,0.026
0.0 CID2095880,0.026
0.0 CID2853672,0.026
0.0 CID701261,0.026
0.0 CID3240563,0.026
0.0 CID3244863,0.025
0.0 CID1093805,0.025
0.0 CID1970489,0.025
0.0 CID653346,0.025
0.0 CID657932,0.025
0.0 CID3239077,0.025
0.0 CID972603,0.025
0.0 CID667745,0.025
0.0 CID5307392,0.025
0.0 CID2947960,0.025
0.0 CID2998103,0.025
0.0 CID517858,0.025
0.0 CID3243645,0.025
0.0 CID3242063,0.025
