0.0 CID5389021,0.124
0.0 CID9595210,0.101
0.0 CID9595211,0.096
0.0 CID5389082,0.091
0.0 CID3241600,0.083
0.0 CID655700,0.083
0.0 CID3244165,0.081
0.0 CID651913,0.08
0.0 CID655583,0.076
0.0 CID3000076,0.072
0.0 CID1037259,0.07
0.0 CID5854182,0.07
0.0 CID3236522,0.069
0.0 CID676755,0.065
0.0 CID2221795,0.064
0.0 CID3245954,0.063
0.0 CID3239885,0.062
0.0 CID3237064,0.061
0.0 CID5389018,0.056
0.0 CID2954206,0.054
0.0 CID5327,0.054
0.0 CID661773,0.053
0.0 CID2969307,0.052
0.0 CID654742,0.05
0.0 CID3243771,0.049
0.0 CID5389234,0.049
0.0 CID659745,0.048
0.0 CID648992,0.048
0.0 CID728245,0.048
0.0 CID2389306,0.047
0.0 CID1742,0.046
0.0 CID793109,0.045
0.0 CID664283,0.045
0.0 CID942474,0.044
0.0 CID5389010,0.044
0.0 CID2378290,0.044
0.0 CID659121,0.042
0.0 CID1350909,0.041
0.0 CID565752,0.041
0.0 CID3241582,0.041
0.0 CID5310701,0.04
0.0 CID2169094,0.04
0.0 CID659998,0.039
0.0 CID83609,0.039
0.0 CID5309037,0.039
0.0 CID2999189,0.039
0.0 CID5771492,0.039
0.0 CID849962,0.038
0.0 CID2217921,0.038
0.0 CID4223974,0.037
0.0 CID2942270,0.037
0.0 CID2999806,0.036
0.0 CID3244675,0.036
0.0 CID5309206,0.036
0.0 CID651514,0.036
0.0 CID1262407,0.035
0.0 CID5307150,0.035
0.0 CID3239994,0.035
0.0 CID664977,0.034
0.0 CID661873,0.034
0.0 CID866975,0.034
0.0 CID2135886,0.034
0.0 CID665656,0.034
0.0 CID652145,0.033
0.0 CID659427,0.033
0.0 CID659883,0.033
0.0 CID3236355,0.033
0.0 CID888125,0.033
0.0 CID1026546,0.033
0.0 CID650044,0.032
0.0 CID2883279,0.032
0.0 CID3245771,0.032
0.0 CID645695,0.032
0.0 CID2060907,0.031
0.0 CID2366455,0.031
0.0 CID662210,0.031
0.0 CID2966106,0.031
0.0 CID935375,0.03
0.0 CID646722,0.03
0.0 CID5738658,0.03
