0.0 CID5864398,0.114
0.0 CID1236382,0.09
0.0 CID1306381,0.089
0.0 CID5309540,0.082
0.0 CID1145331,0.081
0.0 CID1735487,0.08
0.0 CID1480167,0.076
0.0 CID3245566,0.076
0.0 CID3000128,0.071
0.0 CID6105983,0.062
0.0 CID4832415,0.061
0.0 CID3318359,0.061
0.0 CID2335949,0.059
0.0 CID665839,0.058
1.0 CID3241895,0.057
0.0 CID2565158,0.055
0.0 CID1509697,0.055
0.0 CID762028,0.054
0.0 CID1922497,0.053
0.0 CID934665,0.049
0.0 CID2907569,0.049
0.0 CID2077511,0.048
0.0 CID3227704,0.048
0.0 CID2973708,0.048
0.0 CID757094,0.047
0.0 CID5767227,0.046
0.0 CID566349,0.046
0.0 CID754442,0.046
0.0 CID950035,0.046
0.0 CID872009,0.046
0.0 CID1085660,0.045
0.0 CID887006,0.044
0.0 CID2941535,0.044
0.0 CID4399710,0.044
0.0 CID1243261,0.043
0.0 CID897940,0.043
0.0 CID555795,0.043
0.0 CID4021643,0.042
0.0 CID1586661,0.042
0.0 CID2255031,0.041
0.0 CID661706,0.041
0.0 CID2766179,0.041
0.0 CID692309,0.041
0.0 CID2346399,0.041
0.0 CID2883791,0.04
0.0 CID1731788,0.04
0.0 CID2219675,0.04
0.0 CID4834367,0.039
0.0 CID2080061,0.039
0.0 CID2555488,0.039
0.0 CID3390597,0.038
0.0 CID795634,0.037
0.0 CID646907,0.037
0.0 CID16196824,0.037
0.0 CID2323670,0.036
0.0 CID2360417,0.035
0.0 CID1217181,0.035
0.0 CID1477229,0.035
0.0 CID5310323,0.035
0.0 CID2501559,0.034
0.0 CID4117927,0.034
0.0 CID3325289,0.034
0.0 CID1310001,0.034
0.0 CID663820,0.034
0.0 CID3237027,0.034
0.0 CID717589,0.034
0.0 CID2610835,0.034
0.0 CID653994,0.033
0.0 CID3130655,0.033
0.0 CID383291,0.033
0.0 CID992147,0.033
0.0 CID3905799,0.033
0.0 CID2371428,0.033
0.0 CID689846,0.033
0.0 CID3245136,0.033
0.0 CID1480195,0.032
0.0 CID1771979,0.032
1.0 CID653862,0.032
0.0 CID1472460,0.032
0.0 CID1294300,0.032
0.0 CID2134608,0.032
0.0 CID55662,0.032
0.0 CID659929,0.032
0.0 CID1037166,0.032
0.0 CID1322799,0.031
0.0 CID647452,0.031
0.0 CID2888991,0.031
0.0 CID797782,0.031
0.0 CID2129018,0.031
0.0 CID2948718,0.031
0.0 CID2464795,0.031
0.0 CID2125062,0.031
0.0 CID3235987,0.031
0.0 CID827944,0.031
0.0 CID645668,0.031
0.0 CID2189197,0.031
0.0 CID731858,0.031
